Make,Model,VehicleClass,EngineSize,Cylinders,FuelConsumptionCity,CO2Emissions
MAZDA,MAZDA6,MID-SIZE,2.5,4,9.4,186
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,8.4,168
MAZDA,MX-5,TWO-SEATER,2,4,11.5,232
MAZDA,MX-5,TWO-SEATER,2,4,10.5,221
MAZDA,MX-5,TWO-SEATER,2,4,11.1,228
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,4,9.2,184
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2,4,10,205
MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,10.9,216
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,10.1,207
MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6,12.1,244
MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,12.1,242
MERCEDES-BENZ,C 400 4MATIC,COMPACT,3,6,11.1,228
MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,17.9,354
MERCEDES-BENZ,CLA 250,SUBCOMPACT,2,4,9.4,186
MERCEDES-BENZ,CLA 250 4MATIC,SUBCOMPACT,2,4,9.9,202
MERCEDES-BENZ,CLA 45 AMG,COMPACT,2,4,10.2,209
MERCEDES-BENZ,CLS 400 4MATIC,COMPACT,3,6,12.1,242
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,14.5,288
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,15.1,301
MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,8.6,200
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,11.9,235
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3,6,12,239
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,12.4,248
MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.5,6,11.5,230
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.5,6,11.8,235
MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,12.9,262
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,13.7,269
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,13.3,262
MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,15.3,306
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,15.2,306
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,19.9,419
MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,20,426
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,13.6,324
MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,3,6,15.2,322
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,17.5,359
MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,18.2,375
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2,4,9.8,200
MERCEDES-BENZ,GLA 45 AMG 4MATIC,STATION WAGON - MID-SIZE,2,4,10.5,216
MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,9.6,230
MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,12.6,258
MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,11.8,278
MERCEDES-BENZ,ML 400 4MATIC,SUV - STANDARD,3,6,13.3,276
MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,16.3,327
MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,17.3,359
MERCEDES-BENZ,S 400 4MATIC,MID-SIZE,4.7,6,12.6,248
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,14.4,283
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,14.8,288
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,14.7,281
MERCEDES-BENZ,S 600,FULL-SIZE,6,12,18.1,343
MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,15.7,304
MERCEDES-BENZ,S 63 AMG COUPE,COMPACT,5.5,8,15.7,304
MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6,12,18.5,357
MERCEDES-BENZ,S 65 AMG COUPE,COMPACT,6,12,18,345
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,13.8,274
MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,14.7,285
MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,12,16.7,327
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,10.4,207
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,10.4,207
MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,11.1,225
MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,12.4,244
MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,18.1,359
MERCEDES-BENZ,SLS AMG GT ROADSTER,TWO-SEATER,6.2,8,18.1,359
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,8.5,172
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,8.1,163
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,8.5,172
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,8.2,166
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,8.6,177
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,8.4,172
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,9.4,200
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,8.4,172
MINI,COOPER COUPE,TWO-SEATER,1.6,4,8.5,175
MINI,COOPER COUPE,TWO-SEATER,1.6,4,8,168
MINI,COOPER PACEMAN,COMPACT,1.6,4,9.4,200
MINI,COOPER PACEMAN,COMPACT,1.6,4,8.4,172
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,8.6,177
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,8.4,172
MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,9.2,189
MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,10,198
MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,9.2,189
MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,10,198
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,9.2,186
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,9.1,186
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,10.1,207
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,9.5,200
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,9.2,186
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,9.1,186
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,10.1,207
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,9.5,200
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,9.2,186
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,9.1,186
MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,9.3,193
MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,10.4,212
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,9.2,186
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,9.1,186
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,10.1,207
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,9.5,200
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,9.2,186
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,9.1,186
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,10.1,207
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,9.5,200
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,9.2,186
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,9.1,186
MITSUBISHI,LANCER,COMPACT,2,4,9.2,189
MITSUBISHI,LANCER,COMPACT,2,4,9.6,193
MITSUBISHI,LANCER AWD,COMPACT,2.4,4,10.5,219
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,14.2,288
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,14,283
MITSUBISHI,LANCER RALLIART,COMPACT,2,4,13.4,267
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,9.6,198
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,9.8,198
MITSUBISHI,MIRAGE,COMPACT,1.2,3,6.4,136
MITSUBISHI,MIRAGE,COMPACT,1.2,3,7,147
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,9.5,198
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,9.9,209
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,11.5,232
MITSUBISHI,RVR,SUV - SMALL,2,4,9.3,193
MITSUBISHI,RVR,SUV - SMALL,2,4,9.9,202
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,9.6,202
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,10.4,221
NISSAN,370Z COUPE,TWO-SEATER,3.7,6,12.6,255
NISSAN,370Z COUPE,TWO-SEATER,3.7,6,13.3,264
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,13,264
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,13.6,271
NISSAN,ALTIMA,MID-SIZE,2.5,4,8.7,175
NISSAN,ALTIMA,MID-SIZE,3.5,6,10.3,207
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,19.2,382
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,13.7,283
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,12.2,260
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,14.8,292
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,15.7,315
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,15,306
NISSAN,GT-R,SUBCOMPACT,3.8,6,14.3,290
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,8.5,182
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,8.4,177
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,8.8,189
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,8.9,191
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,9.4,202
NISSAN,MICRA,COMPACT,1.6,4,8.8,179
NISSAN,MICRA,COMPACT,1.6,4,8.6,177
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,11,225
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,11.2,228
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,9.7,216
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,11.9,239
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,12.1,246
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,12.7,253
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,9.1,202
NISSAN,QUEST,MINIVAN,3.5,6,12,242
NISSAN,ROGUE,SUV - SMALL,2.5,4,9.2,191
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,9.5,196
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,18.4,370
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,19.7,396
NISSAN,SENTRA,MID-SIZE,1.8,4,8,166
NISSAN,SENTRA,MID-SIZE,1.8,4,8.9,182
NISSAN,VERSA,COMPACT,1.6,4,7.5,156
NISSAN,VERSA,COMPACT,1.6,4,8.6,177
NISSAN,XTERRA 4WD,SUV - SMALL,4,6,16,327
NISSAN,XTERRA 4WD,SUV - SMALL,4,6,16,331
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,11.6,232
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,12.3,244
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,11.5,232
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,12.3,246
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,11.6,235
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,12.3,246
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,11.9,242
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,12.5,251
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,12.6,255
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,13,260
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,13.1,262
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,13.4,267
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,12.2,246
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,12.6,253
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,12.5,253
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,12.9,258
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,12.6,253
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,12.9,258
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,12.6,255
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,13.4,267
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,11.9,242
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,12.4,246
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,12.2,244
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,12.5,251
PORSCHE,911 GT3,TWO-SEATER,3.8,6,16,322
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,12.3,248
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,12.9,255
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,12.8,258
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,13.1,262
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,13.7,274
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,13.7,274
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,13.7,274
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,13.7,274
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,10.7,212
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,11.5,228
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,10.9,218
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,12.1,246
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,11.3,225
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,11.9,239
PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3,6,11.8,277
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,14.3,286
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,16.7,327
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,10.7,212
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,11.5,228
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,10.9,218
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,12.1,246
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,11.3,225
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,11.9,239
PORSCHE,MACAN S,SUV - SMALL,3,6,13.7,281
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,14.2,283
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,12.9,251
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,13.1,255
PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,13.4,262
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,13.7,264
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,15.1,292
PORSCHE,PANAMERA S,FULL-SIZE,3,6,13.4,262
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,15.3,294
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,15.4,297
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,15.3,294
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,15.4,297
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,13.9,274
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,13.9,274
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,19.4,269
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,12.9,260
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,17.1,340
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,15.7,313
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,11.5,273
RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3,6,11.3,265
RAM,1500 4X4,PICKUP TRUCK - STANDARD,3.6,6,14.6,290
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,14.6,290
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,20.5,285
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,17.7,354
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,16.2,324
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,12.1,286
RAM,CARGO VAN FFV,MINIVAN,3.6,6,13.3,262
RAM,CARGO VAN FFV,MINIVAN,3.6,6,18.6,254
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,11.2,225
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,19.2,370
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,19.2,370
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,20.9,396
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,20.7,396
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,20.9,396
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,20.7,396
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,18.7,359
SCION,FR-S,MINICOMPACT,2,4,9.6,193
SCION,FR-S,MINICOMPACT,2,4,10.9,221
SCION,iQ,MINICOMPACT,1.3,4,6.5,147
SCION,tC,COMPACT,2.5,4,10.2,207
SCION,tC,COMPACT,2.5,4,10.2,207
SCION,xB,STATION WAGON - SMALL,2.4,4,10.9,225
SCION,xB,STATION WAGON - SMALL,2.4,4,10.8,225
SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,6.8,150
SMART,FORTWO COUPE,TWO-SEATER,1,3,6.8,150
SUBARU,BRZ,MINICOMPACT,2,4,9.6,193
SUBARU,BRZ,MINICOMPACT,2,4,10.9,221
SUBARU,FORESTER AWD,SUV - SMALL,2,4,10.2,216
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,9.6,200
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,10.6,221
SUBARU,IMPREZA AWD,COMPACT,2,4,8.5,175
SUBARU,IMPREZA AWD,COMPACT,2,4,9.5,193
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,8.5,175
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,9.5,193
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,9,182
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,10.7,216
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,11.9,235
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,9.3,191
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,11,223
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,12,242
SUBARU,WRX,COMPACT,2,4,12.4,255
SUBARU,WRX,COMPACT,2,4,11.1,225
SUBARU,WRX,COMPACT,2.5,4,13.8,281
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,9.1,186
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,10.2,209
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,7.9,173
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,14.2,294
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,14.2,294
TOYOTA,AVALON,MID-SIZE,3.5,6,11.3,221
TOYOTA,CAMRY,MID-SIZE,2.5,4,9.7,193
TOYOTA,CAMRY,MID-SIZE,3.5,6,11,218
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,5.5,131
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,5.7,136
TOYOTA,COROLLA,MID-SIZE,1.8,4,8.6,175
TOYOTA,COROLLA,MID-SIZE,1.8,4,7.9,163
TOYOTA,COROLLA,MID-SIZE,1.8,4,8.2,168
TOYOTA,COROLLA,MID-SIZE,1.8,4,8.3,170
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,7.7,156
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,7.7,159
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,11.7,246
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,12.5,255
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,13,267
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,8.6,196
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,8.4,193
TOYOTA,PRIUS,MID-SIZE,1.8,4,4.6,108
TOYOTA,PRIUS c,COMPACT,1.5,4,4.5,110
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,5.4,129
TOYOTA,RAV4,SUV - SMALL,2.5,4,10,205
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,10.5,218
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,10,205
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,10.7,221
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,18.8,382
TOYOTA,SIENNA,MINIVAN,3.5,6,13,262
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,14.4,288
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,12.2,258
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,11.3,242
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,6,14.5,301
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,13.1,283
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,12.9,283
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,14.8,308
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,15.3,322
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,15.9,329
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,17.2,350
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,16.9,347
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,18.5,382
TOYOTA,VENZA,SUV - SMALL,2.7,4,11.6,239
TOYOTA,VENZA,SUV - SMALL,3.5,6,12.5,251
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,11.6,242
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,12.8,260
TOYOTA,YARIS,COMPACT,1.5,4,7.8,168
TOYOTA,YARIS,COMPACT,1.5,4,7.7,163
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,9.6,196
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,9.9,200
VOLKSWAGEN,BEETLE,COMPACT,2,4,10,209
VOLKSWAGEN,BEETLE,COMPACT,2,4,10.4,212
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,7.6,183
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,7.6,184
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,9.8,200
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,10.3,216
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,10.4,212
VOLKSWAGEN,CC,COMPACT,2,4,10.7,214
VOLKSWAGEN,CC,COMPACT,2,4,11.4,221
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,13.9,271
VOLKSWAGEN,EOS,SUBCOMPACT,2,4,10.8,219
VOLKSWAGEN,GOLF,COMPACT,1.8,4,9.3,186
VOLKSWAGEN,GOLF,COMPACT,1.8,4,9.3,184
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,7.6,177
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,7.8,178
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,9.5,196
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,9.4,191
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,9.4,193
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,9.5,189
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,7.6,180
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,7.6,179
VOLKSWAGEN,JETTA,COMPACT,1.8,4,9.3,182
VOLKSWAGEN,JETTA,COMPACT,1.8,4,9.3,184
VOLKSWAGEN,JETTA,COMPACT,2,4,10.4,205
VOLKSWAGEN,JETTA,COMPACT,2,4,9.5,193
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,7.6,175
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,7.6,176
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,10,202
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,10.3,205
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,5.6,122
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,9.7,191
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,9.8,193
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,7.8,185
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,7.8,182
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,11.9,239
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,11.5,242
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,13,258
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,11.7,246
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,14.1,292
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3,6,11.8,277
VOLVO,S60 POLESTAR AWD,COMPACT,3,6,12.8,253
